file_name,label
h4wohbgap1.wav,house
cb2ylhhtff.wav,seven
xtuzd306rf.wav,four
93zqx1ohnp.wav,zero
4gxy3eabgx.wav,four
kj3kgnk6d8.wav,yes
885ne2dnly.wav,yes
1ij1ppwmfo.wav,stop
bz6j80pxx8.wav,house
ubk7bdyl09.wav,four
5p438ss5tt.wav,seven
3h83i4andw.wav,four
a7slyqg66f.wav,stop
cu4533y2k7.wav,seven
w65vt7z99h.wav,four
uft7feb19i.wav,house
yvi3o2qob1.wav,yes
sd3m487jis.wav,four
cca7ymf1e0.wav,yes
imemmdniy4.wav,four
oasabtog9l.wav,yes
ua1n9wze9t.wav,four
95xopfx644.wav,stop
xa18d7sf0a.wav,house
jsbnzyuwzw.wav,house
a7pkry4ki8.wav,house
cm6y7knxz1.wav,yes
uu2jh5gvm1.wav,four
nizabfqw1w.wav,house
1388kbjhms.wav,house
gh3kd49u1s.wav,house
e0f4mbc4x4.wav,seven
xi5ya316nh.wav,house
ovwwgkafas.wav,seven
qunkz4t0pk.wav,seven
8lweltk0ql.wav,yes
cywfh2yb8i.wav,house
1kq483fpcz.wav,house
a15rhp0z1q.wav,house
47e9l90hag.wav,yes
ku4sbilvuh.wav,seven
y03haao9x9.wav,four
jnluusqc3u.wav,four
jvmoon87ut.wav,four
klwsybqtdz.wav,seven
0bahrddjz7.wav,house
47ys5d8efh.wav,four
r32el1hids.wav,yes
4flcgwd7lw.wav,yes
y70opgczzx.wav,four
akihyk6dvi.wav,house
yr1o41y9av.wav,house
4jetvq0r4c.wav,stop
bib5aiwtvj.wav,four
5rdxi7gq4k.wav,yes
vv25fdz3cq.wav,stop
2hypzvzgky.wav,stop
2x3cw1nl82.wav,yes
uvd37drzsb.wav,house
kocragp0vy.wav,yes
4snlz76ikw.wav,house
lhbddaj70z.wav,stop
5q1m5lcmwi.wav,yes
a428bh6kr7.wav,four
j8x0xdlmp2.wav,house
1s8oz484xh.wav,four
v0urj3yuo4.wav,stop
2bkx1f904s.wav,house
rhexddv6pm.wav,four
hmcwh2o3i6.wav,yes
odwnndf9u3.wav,house
fww81stbjh.wav,four
5vz32p934x.wav,house
yxe7f6io6n.wav,four
hpz29ct29v.wav,house
gtyio2aaoa.wav,four
69cdfqs0e5.wav,house
1vyspzmvt9.wav,house
7j4ki6hrxe.wav,house
gi0npd6a2i.wav,yes
tyova4vae8.wav,house
f14qq9r8tb.wav,yes
5nm0lglcg0.wav,yes
sgw91ynmz9.wav,house
hd44n73djg.wav,yes
4gnn0yxbat.wav,house
pprx2a2vw4.wav,house
5j816tv1ok.wav,yes
j4l3eh5v0n.wav,four
7puj4q4fuc.wav,house
bacaik921q.wav,house
y8tiiqn4yn.wav,house
98tvkquzzh.wav,yes
x48j2krveb.wav,house
jscygekuj5.wav,house
yibzaomjid.wav,house
g6rtyael15.wav,house
xjtlyk7tmx.wav,house
aggtu2gm12.wav,house
dxfvb05zso.wav,house
hf7ln3olqh.wav,seven
4n0k07lbd2.wav,seven
0va83g7o85.wav,house
484gxzkkao.wav,yes
wom671zeki.wav,house
9ruelgz3u9.wav,house
eq46t4pb7c.wav,yes
5xzipp9m3j.wav,yes
e8w59n35vu.wav,house
8fapnaez5u.wav,house
ejkr76u8i3.wav,house
ey28ipu9d6.wav,house
2dijh4qqgb.wav,four
gr2b1hxgrw.wav,house
kyc0g5f220.wav,four
y4163y26h6.wav,house
saszdxj0v2.wav,house
t7l07sdinz.wav,marvin
ddnjw82gn3.wav,seven
qeuur6jt89.wav,house
1iu1ns2k0a.wav,four
zg8h1f1s4u.wav,four
rr9uqlvidi.wav,seven
sfondetg9h.wav,house
gxz5kilwin.wav,house
cxfao5vgc1.wav,yes
uw34fyd5pa.wav,house
fvdmqzr6gl.wav,stop
6ymo04ymxm.wav,house
mg8ewqqu73.wav,yes
y4xwuwjse3.wav,yes
fyhe2ofzwp.wav,house
3c6z33t0kx.wav,house
va7bjdrleh.wav,yes
xhkwufzegi.wav,four
x97kq0fccl.wav,house
yb6p6pqyqf.wav,house
364nbqta6u.wav,yes
5nv4esoamq.wav,yes
iqutok6rwj.wav,yes
05u0ix2w2d.wav,yes
dl7o4utbek.wav,yes
bc0funam1v.wav,house
qsovdgu4x5.wav,stop
ebiawkb09r.wav,house
53yh0esc16.wav,zero
3eau2pj52u.wav,yes
avsj5i5w46.wav,yes
03w626yck7.wav,stop
c2ywhcuz55.wav,yes
gokdknn3vq.wav,four
um1pwxwvgk.wav,seven
7b5uaxbth3.wav,house
gjm8nm5r87.wav,house
t5x7p8w68w.wav,seven
elvv489wul.wav,house
stb5chcuwi.wav,house
ddpy6xrd6o.wav,house
akuoa16fdq.wav,yes
3z1zaw21d6.wav,yes
iwoc69lax1.wav,yes
w6pt6x9svh.wav,house
noq0e3tlya.wav,house
3dup7520ee.wav,house
txajmem2zg.wav,house
awiewcckcf.wav,stop
0aw3pbtldg.wav,yes
ymyiex3bls.wav,house
a79cotama7.wav,yes
obg7wcaksa.wav,yes
a08320oz55.wav,four
3vjckt4yrl.wav,stop
gr01uoxwbf.wav,house
6sgez7medg.wav,four
nt5j6vdfik.wav,yes
n9ukjpwdgv.wav,stop
dtj52ex15i.wav,house
ampxrwys1n.wav,yes
uwnoedkplu.wav,house
3rbtei8c2p.wav,house
wck25znbuc.wav,house
yify6ukflq.wav,seven
o5vhscyac7.wav,seven
zdyn80d63k.wav,yes
kge1xmoroy.wav,house
rppb02cdr2.wav,house
kohkkyye2x.wav,seven
u161omh7zy.wav,house
a1gueb4ob9.wav,four
ps7eg67t2e.wav,four
n8r3zbia86.wav,seven
znu6jm337b.wav,four
mihjbiw79e.wav,house
238j60mn0n.wav,stop
872vyaa7qx.wav,seven
vu2afq2yeh.wav,seven
1c9s4hs63t.wav,four
3t2k6dx295.wav,seven
0ghthktwhv.wav,house
cqw1y1s6tm.wav,yes
k6r3bi62ls.wav,yes
6fvgfkv4xa.wav,house
pirtly9avm.wav,seven
q1l0h5make.wav,seven
j9wad69lca.wav,house
a00aklhtoh.wav,yes
jtoeonklj9.wav,four
a4471qg779.wav,yes
uu44wqeff6.wav,house
9044690rz3.wav,house
0ve0a1yft8.wav,yes
hybf7tb7b3.wav,yes
xej3fuze3k.wav,house
s0v1w9bpol.wav,marvin
n743yvgdhf.wav,house
h0stjyhsh0.wav,house
x39td2yf95.wav,seven
7aisgs2jhw.wav,seven
z27r5rbu7y.wav,yes
25nxr2gcop.wav,yes
z4e0lydggy.wav,house
w8ohr1kmco.wav,house
emfyfh6koz.wav,seven
wa1ts75mm2.wav,seven
5bda3d44fd.wav,yes
yqoky2jvy0.wav,house
x97nvi3ree.wav,four
4mdmjnkie7.wav,house
lnnjgpe4s6.wav,house
y6fi9ataot.wav,house
hfsisjhkxu.wav,house
dza4z68yc4.wav,house
su64g8lrvo.wav,house
fvfwfamivf.wav,house
f9o02hql6i.wav,yes
ewrtuzplub.wav,yes
07oxklrtb8.wav,yes
j1b1bs0wpk.wav,house
sqpkhiizut.wav,house
2prae9pd6w.wav,seven
pjkmoh0dni.wav,stop
elhvxoh8py.wav,house
thsb0fwsey.wav,house
uj0y5q4ihc.wav,yes
gqn67kvuao.wav,house
7101u9lflp.wav,yes
f3nr9xkky6.wav,yes
113ximfssx.wav,house
94m15entb7.wav,yes
wu7fffp7gd.wav,house
vua3a873qh.wav,seven
l2jycyvp88.wav,yes
gf93c43ldi.wav,house
m56jt4he1i.wav,yes
zfym5h1c0d.wav,stop
d1w7iukjzl.wav,house
iobl0xc5ga.wav,yes
35p0vdzniv.wav,house
rowwj8roxq.wav,house
v0do9bwrgq.wav,yes
d0l8odaupa.wav,house
pzito8avxf.wav,yes
4ca2exaqzj.wav,yes
2aecivohn6.wav,yes
s0lcxj838w.wav,seven
46hpe4wczj.wav,four
8hxrea1pxk.wav,house
5jzc8t87jl.wav,house
m8dsgorpa4.wav,house
a8dytaj75j.wav,house
ukmaojgqno.wav,house
otsajk5iji.wav,house
wynhlhzesw.wav,house
q1vcowh4zs.wav,four
folcam4gki.wav,yes
5dq3gpayjf.wav,house
20jr6r0lpw.wav,house
bq45fmao0k.wav,house
x5jack42fr.wav,house
u84p8yrj19.wav,house
dxohpj0f3w.wav,yes
udsa9ecylr.wav,house
x97er3la8m.wav,seven
8zwzo786ho.wav,house
jevk6wc674.wav,house
k7w6wct5u3.wav,house
bs92tdrjxd.wav,house
rbcry88cq4.wav,house
lp2qvenc8c.wav,seven
xi40po084t.wav,yes
9ut83zfz79.wav,house
qoridqf1go.wav,four
r0w5scrp09.wav,four
twi4p1ff3u.wav,yes
x6ma8630uo.wav,yes
a2oaagzvbt.wav,house
10sqdabwut.wav,yes
odcue3drov.wav,house
4y7kv4p6nr.wav,yes
p9us0cennt.wav,four
d56jm5ba1f.wav,seven
2s00f8jg3m.wav,house
a6ptmt1qtg.wav,four
vtkl3rlapv.wav,house
p9etzbts4b.wav,house
996u8xe3yu.wav,yes
fi65i6lck4.wav,seven
mmk7xf5i1u.wav,stop
hxrps3ec6g.wav,yes
tb6ypwn0po.wav,house
ga3x10t9a4.wav,house
299bjkw45h.wav,yes
pwsorz1uka.wav,yes
v388cod18m.wav,house
j9139cgmki.wav,house
neo6drytoh.wav,yes
z32x64ix35.wav,house
irgyx28y97.wav,house
p9rtdgvya4.wav,yes
fb3xxpqw3s.wav,house
85bx8gbnov.wav,house
267y3ptyam.wav,yes
yi1i1s3bvi.wav,four
4hrvu02zw5.wav,house
3aenbewkvs.wav,yes
pf70235kit.wav,four
l9lwjof5o2.wav,seven
7rh8rhfisz.wav,stop
hqe6vywgdf.wav,house
wqtig0dtxa.wav,seven
0vl4td0bib.wav,stop
ialiynws8k.wav,four
dcjf2srqky.wav,seven
l0cdii23g1.wav,yes
zunuj1ehok.wav,zero
hvhh24gahw.wav,yes
l7e1xn8b0w.wav,yes
go5az560fq.wav,house
ggvsvm8yde.wav,house
2znixnkw0y.wav,house
u4jlgvhqsu.wav,house
fvy720wyri.wav,yes
9o4vylcfne.wav,yes
srdw856mtq.wav,house
p15wol8uvp.wav,house
5jomgb6091.wav,house
xqqrsmrdlv.wav,yes
p9k63ghaci.wav,house
1y1ne186w2.wav,house
4xdm2dev6q.wav,yes
tkkgko4cqx.wav,four
peea7mwdzz.wav,house
60tiff1udm.wav,house
xr6mptiu99.wav,yes
wi57dfcnjq.wav,zero
5m1yxoblt6.wav,four
evjbezz1h5.wav,house
9dzjsta6us.wav,four
v12l7nnsap.wav,yes
o2hadp9oq6.wav,seven
4eqbxzc62p.wav,yes
w9j4ym1e19.wav,yes
a8ll6m3v2j.wav,four
1koptihxnx.wav,stop
fog9tzl2gu.wav,stop
e6tf6cwsxo.wav,house
35kah0avro.wav,yes
ethjx8i8j9.wav,house
xxut87x52q.wav,yes
jp7nc8nwhd.wav,house
e0k0s6kn1p.wav,house
swz360slh6.wav,zero
y3cwlac1vo.wav,seven
abwd834fvl.wav,house
variwt3x74.wav,stop
n6o38t96v1.wav,four
3n9sue77ry.wav,house
uipers4fh0.wav,stop
zvzdtit1dz.wav,house
kvgjzjtvg9.wav,stop
2zd5zf7ucf.wav,seven
e63czbucz1.wav,four
3mrz9q2jks.wav,house
zttu0p4dwj.wav,house
59g69zky1x.wav,yes
7zdal592f3.wav,four
8r3yt3kbkb.wav,yes
qwm0yzqudg.wav,house
l9maz4fhdo.wav,seven
6csr3c4yvr.wav,house
younex7vlb.wav,seven
xj0p0uhnwz.wav,house
qho7407tny.wav,house
g75dfzq735.wav,four
sdqidm8c99.wav,house
9a44d0mvqb.wav,house
sbd7irqqmc.wav,house
7oxh6g5m9f.wav,four
jm4jh057kr.wav,seven
lmyh0smfvy.wav,house
8fzbw4yyys.wav,four
u45z5bpg6i.wav,house
2va2epp4pv.wav,house
t87ran00ua.wav,house
2efpfeqo90.wav,house
kct5wyt10i.wav,house
7i1823715n.wav,house
i23hgcnuat.wav,yes
m9rt3sdajd.wav,house
81wkfie4vi.wav,four
aqq079gbja.wav,four
rng6x9744k.wav,house
pofhk7ky5r.wav,seven
jonwpbycw8.wav,house
7o857w2ao5.wav,house
8mck1j4u42.wav,yes
mujrp6lga9.wav,yes
rwx9jv77j7.wav,seven
t1gejb6dr0.wav,house
7olib3jie9.wav,stop
8b1kq5stdb.wav,four
3kdin2vpdt.wav,yes
qlmkl6rf7a.wav,house
awdvtobh1e.wav,house
oxo65w0gl5.wav,house
6dlj3382ez.wav,house
ttq4w9lz7v.wav,yes
4sdhc67ik7.wav,house
qkixv5g2pm.wav,house
64emg8sdyd.wav,house
8myrtml8en.wav,yes
6sm33mh5y2.wav,seven
fbn8xc505v.wav,yes
v999jj3gv2.wav,house
e8gvd7p0m9.wav,house
rcn8op1p4a.wav,house
14jvd9m79i.wav,house
21hycavsl2.wav,seven
q5w26t9hm2.wav,four
xo8b0dov3r.wav,house
podb1fq39o.wav,yes
zwaqjj9iqv.wav,yes
p4qehjc9gm.wav,stop
olsbjfu76u.wav,four
a1xorc49se.wav,house
1v9fzhwvrx.wav,four
wpst8m0itt.wav,house
khajf31kvg.wav,house
vz7a4n0211.wav,house
bwj3t9x2od.wav,yes
8attulekm4.wav,stop
2s50nabp8y.wav,four
omh5ng5nos.wav,house
wexvsej418.wav,yes
fc2nbq80s5.wav,house
9gssy7glfd.wav,four
efrz9u7da7.wav,four
55ghbcumpd.wav,house
9ne0bom5k5.wav,house
5rt5ytmmr1.wav,house
7jbhwqftzq.wav,house
mr4zki2vx9.wav,house
kdeun2nktk.wav,seven
1zybb1ixds.wav,yes
bbr5pew3fh.wav,house
abovspv60e.wav,house
iq06wtw08g.wav,house
bkrzip2g22.wav,seven
xvp3dc1mxd.wav,yes
3e7s3al80w.wav,four
fr2pliund5.wav,house
g3m24a33i7.wav,seven
3hwum7hgke.wav,house
rhlzm6bese.wav,yes
g3xtjiy1vu.wav,house
4d3y1dlvdb.wav,yes
w32syfasgo.wav,yes
g73tl0kx5f.wav,four
elgm7zli7j.wav,house
u13ez2q8ab.wav,four
sjwflhapl2.wav,seven
mnt6tm6c2j.wav,yes
wlny68htc2.wav,house
x2k15s4cvv.wav,four
8gkx514gzb.wav,yes
8nzaqzlrkj.wav,house
zww9igri4a.wav,yes
dangvd497u.wav,four
wu79t16o0z.wav,house
yxt9rza8ml.wav,four
je4q024j12.wav,four
76pyynot51.wav,house
co8x24tlf6.wav,house
ptsqt0yn3q.wav,yes
wf1debq3s5.wav,house
johugcubq5.wav,house
c047g0rzrq.wav,yes
mg32nasan3.wav,yes
35039g7hhu.wav,house
qwr1i3pupq.wav,yes
npxcylc3np.wav,house
lknp5sheu7.wav,seven
k1ech72vr2.wav,four
5wi8mzhvse.wav,four
3mxx9wudsn.wav,house
be1e31l9ce.wav,four
t6pffnnd6m.wav,house
33iz6f6gaw.wav,yes
yma2xd4txf.wav,yes
xvq0tthcs9.wav,seven
n65sctg0zo.wav,yes
h02oiumwmd.wav,four
qd1h57fisw.wav,house
408mcrkike.wav,yes
0hjyqb59s6.wav,house
sj78hqt9zf.wav,four
uur9dq8ilt.wav,house
ycd58km5ec.wav,house
ofzxfzawmi.wav,seven
zl4a8ox0jd.wav,yes
gzjfrdx56u.wav,seven
nffs6mxq62.wav,yes
9pdxxke91z.wav,house
696cqda4yk.wav,house
vxgwf2xm8x.wav,seven
phqdqbhkgl.wav,house
v90hrhfzam.wav,house
nqink09627.wav,yes
t0lhmfbb1g.wav,house
h8a6mfzert.wav,stop
aguy3cbjse.wav,yes
56ynx5sbhu.wav,four
yb8lgjfic0.wav,seven
aiawkscb1a.wav,four
nzt2ndrxez.wav,four
zsk47flt9p.wav,yes
50of5yhl7g.wav,yes
u5to4k6y4h.wav,four
fozs8p0x1q.wav,house
lnr2u9fg9m.wav,stop
n65miohvk0.wav,yes
z4glhqdsfn.wav,yes
yq15czuk7q.wav,house
0btpliu40r.wav,seven
buz0xqofie.wav,house
2klin6lrng.wav,yes
vpfjbjwdrn.wav,house
8e1iylytqs.wav,seven
dk7czbpgao.wav,stop
nxu2hkbij2.wav,yes
qspnrcqscl.wav,house
zag89peybx.wav,house
kxda4pkipj.wav,house
hlqzchk0ze.wav,house
5yjh037mu4.wav,house
i1y795kla9.wav,house
5q6kr0fzwc.wav,yes
p6dfmw4b88.wav,house
ota2wszwo7.wav,house
96rxwhlc4v.wav,house
i9n4dgtpem.wav,seven
zhvv9j03dq.wav,house
wysd7rvn58.wav,yes
s24str5v98.wav,yes
u7xiw3vbf8.wav,yes
6mqlwo7a5t.wav,yes
crr1cat7w7.wav,zero
rpy079b9cn.wav,house
95m0zaqfok.wav,four
32xn7sythv.wav,house
mshxgss19e.wav,yes
86va4w9bxn.wav,house
2dt080t0p8.wav,stop
1eolpmzvxd.wav,house
4nrv3kvk71.wav,yes
km0b8fapl5.wav,house
xdmy7oyn71.wav,four
zeiq4ccxb8.wav,house
l1r7on1ris.wav,house
nloo5n01l4.wav,yes
bmbxrlswuf.wav,house
mx8k74schr.wav,house
jr66v589f9.wav,house
845bqs3pd2.wav,house
j8cdu5x5ey.wav,yes
by5o5qjc7e.wav,stop
9msoesalhn.wav,seven
z9grhxynjx.wav,house
vlv1fcpqfg.wav,four
l7oxt0gsj3.wav,house
zxgkfac9b4.wav,house
helsx0kpzu.wav,four
djys9c1civ.wav,yes
5srzrscwak.wav,house
eemdyq6oj6.wav,house
z4y6vc1iv6.wav,yes
igk36iluzz.wav,house
nuqa68qsqk.wav,house
qn1zwu4rn1.wav,yes
sgm8h3rkbj.wav,house
ih8firesar.wav,house
kejryq6rgf.wav,zero
dmv4z0hmuf.wav,yes
l8nqi5vx8v.wav,yes
m9w4cpss04.wav,house
0oat3bzb8y.wav,house
r4hu6hvoj8.wav,seven
un0wa2o1bo.wav,yes
f1zal8hovs.wav,stop
cnfqnjh06a.wav,yes
njcjmhxd3h.wav,house
bd99l8uzcd.wav,house
p3e1elywdm.wav,house
39yd765wv8.wav,house
6fotqoxvzb.wav,house
yjk2738hb9.wav,house
budkuhnl59.wav,four
kwzmmki19q.wav,yes
gq7ixh1rjy.wav,house
mj9suxy6f5.wav,house
ijc9d7hqqo.wav,house
ssasls6ege.wav,yes
nhw41gehq1.wav,zero
grsddkr1ax.wav,yes
pkwltr2ck0.wav,yes
mkejwdt7ao.wav,seven
7jobcewha7.wav,house
n5ul74b7za.wav,yes
et8kicmqp1.wav,house
25i17e00pp.wav,house
qdchsyv97n.wav,yes
yecf2dy5xu.wav,yes
m04v6cezmn.wav,yes
7ppsrapvc0.wav,yes
8leg410ks5.wav,four
op8n9du33b.wav,house
rkybknczkx.wav,house
og8r8re0uf.wav,house
f4kfpryn8x.wav,house
wn5pvba68i.wav,house
9z1iiiy2cr.wav,four
2c17691qvq.wav,four
hy8rtbz4by.wav,house
u2aaeste61.wav,four
72jsjs4cy2.wav,yes
y6qat0ic5a.wav,four
v36vaftod1.wav,house
4dt2pgiljk.wav,seven
03iempl0sw.wav,seven
dk75zoyv3b.wav,four
1pu2hopsey.wav,four
zyj3yj7mgg.wav,yes
m9wq7h1n9n.wav,house
4z8yeg921k.wav,stop
bnjjcm3aop.wav,stop
x44gxjhlu0.wav,seven
u1h0h5ot98.wav,house
6v9uwfozrr.wav,seven
so7ezw6uqc.wav,house
066yfbrjuq.wav,house
6v739x844j.wav,house
t7406tyin4.wav,house
y3srg6gcdp.wav,house
pbd8umj0ck.wav,seven
nlwsw3fuyj.wav,stop
6tqfbm7gne.wav,house
i9n0fca41h.wav,yes
uxahwwalq9.wav,house
svb2o778tm.wav,house
01qivfuzkj.wav,house
dwxzxbb0wu.wav,yes
5mug3cdho8.wav,house
gxkf6tgaiz.wav,house
88h0krxlf4.wav,four
t2uix67g1u.wav,house
vmqntns12a.wav,seven
p8kxzexhpj.wav,yes
z6ihemrddv.wav,house
eujtcnk1f2.wav,stop
a8aalrif4d.wav,seven
8m6abcc3ad.wav,house
mpfxuwnew5.wav,house
vkg1g65m6j.wav,house
5bcjm5s1sf.wav,yes
8ya66ua3x6.wav,four
4lbiskjmng.wav,yes
a795bmawqf.wav,house
3acq6wkka3.wav,house
6171xj5qai.wav,stop
pt5cviyh1z.wav,house
tslnatgtya.wav,house
my0p7dklyp.wav,house
83s4yfaa0b.wav,yes
8h6oog3rw2.wav,house
qs9zsnxsqv.wav,house
1903zkvqmc.wav,yes
876biw60u4.wav,house
pam01wuueu.wav,seven
lsdzjq1r89.wav,house
ya7x4mo9ba.wav,house
xkl9kcelwe.wav,zero
yzv6kj9wft.wav,seven
dpd94ze99x.wav,house
3tzd4vxpbg.wav,four
772wqfhyu4.wav,seven
p9s8jjyqlm.wav,stop
be3wfhb071.wav,house
fe0i0pqo0z.wav,yes
amvivkddd7.wav,house
dwg42ph431.wav,seven
dxy0ap46dx.wav,house
nk9l2d3ktj.wav,stop
rsfxxpvf1g.wav,house
9xa10hdk0j.wav,house
dw9pqfrca4.wav,seven
d9fpjosxnx.wav,house
h5tdzk9tgj.wav,house
ijjzes04yu.wav,seven
a8cyz3pmb3.wav,yes
h2bchbeu0w.wav,seven
qzxe6mpiva.wav,yes
5ydczaapen.wav,yes
wronvba8li.wav,house
3olyqx878d.wav,yes
fxy1xq033p.wav,yes
zxhmeybar3.wav,house
uipmmi7f3v.wav,yes
ooiczd8zpq.wav,house
jurmp7pceg.wav,house
st7c0sutot.wav,yes
ll5f5lys8k.wav,yes
5x4wq62s12.wav,house
71es0erf5o.wav,house
mh7f2io2lq.wav,house
esuyc2ghzy.wav,four
fwztc3r2rx.wav,house
3viopd594p.wav,house
xuto93w2g4.wav,house
mdkcqn9nqm.wav,seven
07t9pdh9cj.wav,seven
d9ivufhkzr.wav,four
wrawkn1jdj.wav,house
ixt6lxcjby.wav,yes
ev7wvn7chm.wav,four
x4iqwi64uj.wav,house
rogfvuujuh.wav,four
6352asqm0t.wav,house
sn9srwhneh.wav,seven
fdltfedtxt.wav,yes
z0ejgdfa80.wav,yes
j26mjgwqf3.wav,yes
0s8fq50vg5.wav,house
t8iyoo8c0m.wav,house
x6rdl2egwh.wav,four
zv4q86irae.wav,house
etjeexhixx.wav,house
ykhnxvlvko.wav,stop
2mawrpqmj4.wav,seven
jpp858y7pk.wav,yes
41rrn2iom9.wav,four
eqydgfz9is.wav,house
zgjegnouum.wav,four
vk9v0pazoc.wav,stop
o4bga3bdx3.wav,seven
5p596y5rtl.wav,seven
iljnnjghc9.wav,yes
o1u2av2ucw.wav,yes
ruixiugsh5.wav,yes
nk7ytrmzpv.wav,house
340sa8d8hd.wav,four
fr5kytuaak.wav,yes
9d4t3qxyjb.wav,house
qdk5oepb7y.wav,four
jc2jf1o4hm.wav,house
juhyce7t2z.wav,house
eqrx5y18b4.wav,house
4nhqrvdu3q.wav,yes
ilar8e7to7.wav,yes
262i225uzi.wav,house
lw7ir0nxo9.wav,yes
w4swk96md1.wav,house
isnxj7cy8e.wav,house
wfe2rynvys.wav,house
fp6uhaeakc.wav,seven
y6c21ml3xw.wav,yes
f91m9hda7y.wav,seven
poehkit24p.wav,house
lempyb2uq2.wav,house
szovt994a1.wav,house
1yl9d7k6we.wav,stop
jtm6h0qes7.wav,house
jpv9d7uftg.wav,house
fcjs2i8qih.wav,yes
v1f9y9hpxv.wav,seven
53dzvgg7w2.wav,house
dcq71fthkz.wav,house
rrmviviwv0.wav,yes
xe8xbyim3z.wav,four
wlxm675j63.wav,yes
dv1f01bfb5.wav,yes
kb412qkifd.wav,house
hy5pwa6229.wav,yes
q7fh2ukbxm.wav,house
i1xd9phpqd.wav,seven
v17pjeusbc.wav,house
m35tikuq4i.wav,stop
am6afg7eho.wav,four
vkmmykxrsk.wav,yes
6n1cz1dv02.wav,yes
zzv63lex0w.wav,house
h3wdx75zaf.wav,four
af2x4is42m.wav,four
8lz75t5zw4.wav,house
9fimaj5819.wav,yes
er3et7rdlt.wav,house
8elr9h66un.wav,seven
bwzxyh4dg9.wav,yes
vmph8ilx3u.wav,house
426lyanbab.wav,four
sis82x1yfj.wav,yes
m5semnooli.wav,four
crz8v37o2w.wav,house
ocqhqxwseb.wav,yes
dbkl3cr40q.wav,house
cie5a75rdw.wav,house
ee8wix10ok.wav,four
cu0rqll6ty.wav,yes
0jxt3tull7.wav,seven
ya3r0k0hy4.wav,seven
dusnaw5eel.wav,house
3mfkp6g8cr.wav,house
hgrow0ev5u.wav,house
ecyjo4lqq7.wav,stop
piyoqlqi1j.wav,four
zlgve8fpar.wav,yes
0efh7o88rq.wav,zero
cti94nl9x8.wav,house
otcc5voezz.wav,house
1ofwltqg5t.wav,house
9hl1l8wvfz.wav,house
os5uaoy692.wav,house
vip80zg75w.wav,yes
64846h64oc.wav,four
69w92p0umk.wav,house
uptqnhdc7n.wav,house
p8b3tny7it.wav,house
240y7q6s3m.wav,yes
o6r3pwados.wav,four
h6lxv0yqif.wav,yes
qqgmayaqgf.wav,seven
q88f80c91r.wav,four
xep5jt64gq.wav,four
u7izyecw6x.wav,yes
qizxx408x0.wav,house
7bq0hde93l.wav,house
9kda429esr.wav,house
ecengzorj8.wav,yes
4csu11xldk.wav,house
pjnf1v3c2n.wav,house
f1q7utxbdn.wav,house
woo1ii81n4.wav,yes
ezwuv2l34p.wav,house
ztmpbdcj1h.wav,house
ux73iz5c76.wav,zero
mgfcxrmw9a.wav,house
vz6zj5yf4e.wav,four
278cerkjx6.wav,four
rfr2lx7vsv.wav,zero
